,Choose the coworkers you recognize as the most valuable players (MVP) in the company due to their outstanding contribution to the company’s performance and productivity.,personId,Summary,description
303,Colleen Blankenship,b8e8f89e-3768-4443-aa6b-1f00488563d2,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
304,Colleen Blankenship,b8e8f89e-3768-4443-aa6b-1f00488563d2,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
305,Colleen Blankenship,b8e8f89e-3768-4443-aa6b-1f00488563d2,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
306,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
307,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
308,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
309,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
310,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
311,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
312,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
313,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
314,Grant Lindsey,9a15941c-53eb-43a5-be9c-93e864f8a02b,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
315,Grant Lindsey,9a15941c-53eb-43a5-be9c-93e864f8a02b,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
316,Grant Lindsey,9a15941c-53eb-43a5-be9c-93e864f8a02b,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
317,Grant Lindsey,9a15941c-53eb-43a5-be9c-93e864f8a02b,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
318,Grant Lindsey,9a15941c-53eb-43a5-be9c-93e864f8a02b,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
319,Chris Mcconnell,f0e5c994-6793-4f5e-8173-6e7b6911cd5f,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
320,Chris Mcconnell,f0e5c994-6793-4f5e-8173-6e7b6911cd5f,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
321,Chris Mcconnell,f0e5c994-6793-4f5e-8173-6e7b6911cd5f,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
322,Chris Mcconnell,f0e5c994-6793-4f5e-8173-6e7b6911cd5f,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
323,Chris Mcconnell,f0e5c994-6793-4f5e-8173-6e7b6911cd5f,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
324,Chris Mcconnell,f0e5c994-6793-4f5e-8173-6e7b6911cd5f,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
325,Chris Mcconnell,f0e5c994-6793-4f5e-8173-6e7b6911cd5f,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
